t_sec,timestamp,seq,solenoids,P_0,P_1,P_2,P_3
343.768002,2080242633,36440,0,-5.53,-3.05,-2.77,-2.68
344.336004,2080810635,36450,0,-5.53,-3.05,-2.68,-2.68
344.904002,2081378633,36460,0,-5.53,-2.96,-2.77,-2.68
345.472003,2081946634,36470,0,-5.76,-3.05,-2.77,-2.68
346.040004,2082514635,36480,0,-5.53,-2.96,-2.68,-2.68
347.180251,2083654882,36500,0,-5.53,-2.96,-2.77,-2.77
347.748001,2084222632,36510,0,-5.76,-3.05,-2.77,-2.77
348.316,2084790631,36520,0,-5.76,-3.05,-2.77,-2.77
348.884,2085358631,36530,0,-5.76,-2.96,-2.68,-2.68
349.452005,2085926636,36540,0,-5.76,-3.05,-2.87,-2.77
350.02,2086494631,36550,0,-5.76,-3.05,-2.77,-2.77
350.588,2087062631,36560,0,-5.76,-3.05,-2.68,-2.68
351.156004,2087630635,36570,0,-5.76,-3.05,-2.68,-2.59
352.292,2088766631,36590,0,-5.76,-2.96,-2.77,-2.68
352.86,2089334631,36600,0,-5.53,-2.96,-2.77,-2.77
353.428,2089902631,36610,0,-5.76,-3.05,-2.77,-2.68
353.998579,2090473210,36620,0,-5.76,-3.05,-2.77,-2.77
354.567004,2091041635,36630,0,-5.76,-3.05,-2.77,-2.77
355.135005,2091609636,36640,0,-5.76,-2.96,-2.68,-2.68
355.703,2092177631,36650,0,-5.76,-3.05,-2.68,-2.68
356.271,2092745631,36660,0,-5.76,-3.05,-2.77,-2.77
356.839004,2093313635,36670,0,-5.53,-3.05,-2.87,-2.77
357.407004,2093881635,36680,0,-5.53,-3.05,-2.77,-2.68
357.975,2094449631,36690,0,-5.76,-3.15,-2.77,-2.68
358.543,2095017631,36700,0,-5.53,-3.05,-2.87,-2.77
359.111,2095585631,36710,0,-5.53,-3.05,-2.77,-2.77
359.679,2096153631,36720,0,-5.76,-3.15,-2.77,-2.77
360.249565,2096724196,36730,0,-5.76,-3.15,-2.77,-2.77
360.817,2097291631,36740,0,-5.53,-3.05,-2.87,-2.68
361.385,2097859631,36750,0,-5.53,-2.96,-2.87,-2.77
361.953,2098427631,36760,0,-5.76,-3.05,-2.77,-2.77
362.521004,2098995635,36770,0,-5.76,-3.05,-2.77,-2.77
363.089002,2099563633,36780,0,-5.76,-3.05,-2.68,-2.77
363.657004,2100131635,36790,0,-5.53,-3.05,-2.87,-2.68
364.225,2100699631,36800,0,-5.76,-3.05,-2.77,-2.77
364.793002,2101267633,36810,0,-5.76,-3.05,-2.77,-2.68
365.361002,2101835633,36820,0,-5.53,-2.96,-2.68,-2.77
365.929,2102403631,36830,0,-5.53,-2.96,-2.77,-2.77
366.499544,2102974175,36840,0,-5.76,-3.05,-2.87,-2.77
367.067001,2103541632,36850,0,-5.76,-3.05,-2.87,-2.77
367.635,2104109631,36860,0,-5.53,-2.96,-2.77,-2.87
368.203002,2104677633,36870,0,-5.76,-3.05,-2.77,-2.77
368.771004,2105245635,36880,0,-5.76,-2.96,-2.87,-2.77
369.339002,2105813633,36890,0,-5.53,-2.96,-2.87,-2.68
369.907004,2106381635,36900,0,-5.76,-3.05,-2.87,-2.77
370.475002,2106949633,36910,0,-5.76,-2.96,-2.77,-2.68
371.043,2107517631,36920,0,-5.76,-2.96,-2.68,-2.68
372.179,2108653631,36940,0,-5.76,-3.05,-2.68,-2.68
372.747002,2109221633,36950,0,-5.76,-2.96,-2.77,-2.77
373.317766,2109792397,36960,0,-5.76,-2.96,-2.87,-2.59
373.886,2110360631,36970,0,-5.76,-2.96,-2.77,-2.68
374.454003,2110928634,36980,0,-5.76,-3.05,-2.77,-2.68
375.022,2111496631,36990,0,-5.76,-3.05,-2.87,-2.68
375.59,2112064631,37000,0,-5.53,-2.96,-2.77,-2.68
376.158,2112632631,37010,0,-5.76,-3.05,-2.87,-2.68
376.726,2113200631,37020,0,-6.0,-3.15,-2.87,-2.77
377.294005,2113768636,37030,0,-5.53,-2.96,-2.77,-2.77
377.862,2114336631,37040,0,-5.53,-3.05,-2.68,-2.49
378.43,2114904631,37050,0,-5.76,-2.96,-2.68,-2.68
378.998,2115472631,37060,0,-5.76,-2.96,-2.77,-2.68
379.568606,2116043237,37070,0,-5.76,-3.05,-2.68,-2.68
380.137001,2116611632,37080,0,-5.76,-3.05,-2.77,-2.77
380.705004,2117179635,37090,0,-5.76,-3.05,-2.68,-2.77
381.273005,2117747636,37100,0,-5.76,-3.05,-2.68,-2.68
381.841,2118315631,37110,0,-5.76,-2.87,-2.59,-2.68
382.409,2118883631,37120,0,-5.76,-3.05,-2.77,-2.77
382.977004,2119451635,37130,0,-5.53,-2.96,-2.77,-2.77
383.545004,2120019635,37140,0,-5.76,-2.96,-2.87,-2.77
384.113,2120587631,37150,0,-5.76,-3.05,-2.77,-2.68
384.681,2121155631,37160,0,-6.0,-3.05,-2.77,-2.77
385.249,2121723631,37170,0,-5.53,-3.05,-2.77,-2.77
385.819599,2122294230,37180,0,-5.76,-3.05,-2.87,-2.77
386.388004,2122862635,37190,0,-5.76,-2.96,-2.77,-2.77
386.956,2123430631,37200,0,-5.76,-2.96,-2.68,-2.68
387.524004,2123998635,37210,0,-5.76,-3.05,-2.87,-2.68
388.092,2124566631,37220,0,-5.76,-2.96,-2.77,-2.77
388.66,2125134631,37230,0,-5.76,-3.05,-2.77,-2.87
389.228002,2125702633,37240,0,-5.76,-3.05,-2.77,-2.68
389.796,2126270631,37250,0,-5.76,-3.05,-2.77,-2.68
390.364004,2126838635,37260,0,-5.53,-3.05,-2.68,-2.68
390.932,2127406631,37270,0,-5.53,-3.05,-2.87,-2.77
391.500002,2127974633,37280,0,-5.76,-3.05,-2.77,-2.77
392.068,2128542631,37290,0,-6.0,-3.15,-2.87,-2.68
392.638,2129112631,37300,0,-5.76,-2.96,-2.87,-2.77
393.206004,2129680635,37310,0,-5.76,-2.96,-2.77,-2.68
393.774,2130248631,37320,0,-5.53,-2.96,-2.77,-2.68
394.342,2130816631,37330,0,-5.76,-3.05,-2.77,-2.68
394.910002,2131384633,37340,0,-6.0,-3.05,-2.68,-2.68
395.478004,2131952635,37350,0,-5.76,-3.05,-2.77,-2.68
396.046002,2132520633,37360,0,-5.76,-2.96,-2.87,-2.87
396.614,2133088631,37370,0,-5.76,-3.05,-2.87,-2.68
397.182004,2133656635,37380,0,-5.76,-2.96,-2.77,-2.68
397.750003,2134224634,37390,0,-5.76,-2.96,-2.77,-2.68
398.318,2134792631,37400,0,-5.76,-3.05,-2.77,-2.68
398.888801,2135363432,37410,0,-5.53,-2.96,-2.87,-2.68
399.457,2135931631,37420,0,-5.76,-3.05,-2.87,-2.68
400.025,2136499631,37430,0,-5.76,-3.15,-2.87,-2.77
400.593004,2137067635,37440,0,-5.76,-2.96,-2.77,-2.77
401.161,2137635631,37450,0,-5.76,-2.96,-2.87,-2.77
401.729,2138203631,37460,0,-5.53,-3.05,-2.87,-2.77
402.297,2138771631,37470,0,-5.76,-3.05,-2.77,-2.77
402.865,2139339631,37480,0,-5.76,-2.96,-2.87,-2.77
403.433003,2139907634,37490,0,-5.76,-2.96,-2.77,-2.68
404.001,2140475631,37500,0,-5.76,-3.05,-2.77,-2.77
404.569,2141043631,37510,0,-5.76,-3.05,-2.77,-2.77
405.139648,2141614279,37520,0,-6.0,-3.05,-2.77,-2.77
405.707004,2142181635,37530,0,-5.76,-2.96,-2.87,-2.68
406.275,2142749631,37540,0,-5.76,-2.96,-2.87,-2.68
406.843,2143317631,37550,0,-5.76,-3.05,-2.77,-2.68
407.411,2143885631,37560,0,-5.76,-3.05,-2.77,-2.77
407.979004,2144453635,37570,0,-6.0,-3.05,-2.77,-2.68
408.547,2145021631,37580,0,-5.76,-3.05,-2.68,-2.77
409.115004,2145589635,37590,0,-5.76,-2.96,-2.87,-2.77
409.683004,2146157635,37600,0,-6.0,-3.05,-2.87,-2.77
410.251,2146725631,37610,0,-5.76,-2.96,-2.87,-2.68
410.819,2147293631,37620,0,-5.53,-3.05,-2.87,-2.68
411.389642,2147864273,37630,0,-5.76,-3.05,-2.87,-2.77
411.958001,2148432632,37640,0,-6.0,-3.05,-2.77,-2.77
412.526,2149000631,37650,0,-5.76,-3.05,-2.77,-2.77
413.094004,2149568635,37660,0,-5.76,-2.96,-2.77,-2.68
413.662004,2150136635,37670,0,-5.76,-3.05,-2.77,-2.77
414.230004,2150704635,37680,0,-6.0,-2.96,-2.77,-2.87
414.798,2151272631,37690,0,-5.76,-3.05,-2.87,-2.77
415.366,2151840631,37700,0,-5.76,-3.05,-2.87,-2.77
415.934,2152408631,37710,0,-5.76,-3.05,-2.87,-2.77
416.502,2152976631,37720,0,-5.76,-3.05,-2.87,-2.77
417.07,2153544631,37730,0,-6.0,-3.05,-2.77,-2.77
417.638004,2154112635,37740,0,-5.76,-3.05,-2.77,-2.68
418.208611,2154683242,37750,0,-5.76,-3.05,-2.77,-2.77
418.777004,2155251635,37760,0,-5.76,-3.05,-2.68,-2.68
419.345004,2155819635,37770,0,-5.76,-2.96,-2.77,-2.68
419.913,2156387631,37780,0,-5.53,-3.05,-2.87,-2.77
420.481002,2156955633,37790,0,-5.76,-3.05,-2.87,-2.68
421.049002,2157523633,37800,0,-5.76,-3.05,-2.77,-2.77
421.617003,2158091634,37810,0,-5.76,-3.05,-2.77,-2.77
422.185004,2158659635,37820,0,-6.0,-3.05,-2.87,-2.77
422.753,2159227631,37830,0,-5.76,-2.96,-2.77,-2.77
423.321,2159795631,37840,0,-5.76,-3.05,-2.87,-2.77
423.889,2160363631,37850,0,-5.76,-3.05,-2.87,-2.77
424.459837,2160934468,37860,0,-5.76,-3.05,-2.77,-2.68
425.028,2161502631,37870,0,-5.76,-2.96,-2.87,-2.68
425.596,2162070631,37880,0,-6.0,-3.05,-2.77,-2.77
426.164,2162638631,37890,0,-5.76,-2.96,-2.77,-2.77
426.732,2163206631,37900,0,-5.76,-3.05,-2.77,-2.77
427.300004,2163774635,37910,0,-6.0,-3.05,-2.77,-2.77
427.868,2164342631,37920,0,-5.76,-3.05,-2.87,-2.77
428.436004,2164910635,37930,0,-5.76,-2.96,-2.77,-2.68
429.004,2165478631,37940,0,-5.76,-3.05,-2.77,-2.77
429.572002,2166046633,37950,0,-5.76,-2.96,-2.87,-2.68
430.140002,2166614633,37960,0,-5.76,-3.05,-2.77,-2.68
430.710683,2167185314,37970,0,-6.0,-3.05,-2.77,-2.68
431.279005,2167753636,37980,0,-5.76,-2.96,-2.87,-2.68
431.847004,2168321635,37990,0,-6.0,-3.05,-2.77,-2.77
432.415,2168889631,38000,0,-5.76,-2.96,-2.77,-2.77
432.983004,2169457635,38010,0,-5.76,-3.05,-2.77,-2.68
433.551004,2170025635,38020,0,-5.76,-2.96,-2.77,-2.68
434.119,2170593631,38030,0,-5.76,-3.05,-2.77,-2.68
434.687,2171161631,38040,0,-5.76,-3.05,-2.87,-2.77
435.255,2171729631,38050,0,-5.76,-3.05,-2.77,-2.77
435.823004,2172297635,38060,0,-5.76,-2.96,-2.77,-2.77
436.391,2172865631,38070,0,-5.76,-2.96,-2.77,-2.68
436.959,2173433631,38080,0,-5.76,-2.96,-2.87,-2.77
437.529657,2174004288,38090,0,-5.53,-2.96,-2.77,-2.68
438.098005,2174572636,38100,0,-5.76,-3.05,-2.87,-2.68
438.666,2175140631,38110,0,-5.76,-3.05,-2.77,-2.77
439.234,2175708631,38120,0,-5.76,-2.96,-2.77,-2.77
439.802,2176276631,38130,0,-5.76,-3.05,-2.77,-2.68
440.370005,2176844636,38140,0,-5.53,-2.96,-2.87,-2.77
440.938,2177412631,38150,0,-6.0,-2.96,-2.77,-2.77
441.506,2177980631,38160,0,-5.76,-2.96,-2.77,-2.77
