t_sec,timestamp,seq,solenoids,P_0,P_1,P_2,P_3
91.546,205336632,3440,0,-6.0,-2.96,-2.68,-2.68
92.114002,205904634,3450,0,-6.0,-2.96,-2.68,-2.77
92.681999,206472631,3460,0,-5.76,-2.96,-2.68,-2.77
93.250001,207040633,3470,0,-5.76,-2.96,-2.59,-2.68
93.818001,207608633,3480,0,-6.0,-2.87,-2.77,-2.68
94.386001,208176633,3490,0,-5.76,-2.96,-2.59,-2.68
94.954001,208744633,3500,0,-5.53,-2.96,-2.68,-2.77
95.526105,209316737,3510,0,-5.76,-2.96,-2.49,-2.68
96.094,209884632,3520,0,-5.76,-2.96,-2.68,-2.68
96.662001,210452633,3530,0,-5.53,-2.87,-2.68,-2.87
97.230001,211020633,3540,0,-5.76,-2.87,-2.68,-2.68
97.797999,211588631,3550,0,-5.76,-2.87,-2.77,-2.68
98.366002,212156634,3560,0,-6.0,-2.96,-2.68,-2.68
98.934001,212724633,3570,0,-5.76,-2.87,-2.68,-2.68
99.502,213292632,3580,0,-5.76,-2.87,-2.77,-2.68
100.638,214428632,3600,0,-6.0,-2.96,-2.87,-2.68
101.778531,215569163,3620,0,-5.76,-2.87,-2.59,-2.77
102.346,216136632,3630,0,-5.76,-3.05,-2.68,-2.77
102.913999,216704631,3640,0,-6.0,-2.87,-2.68,-2.68
103.481999,217272631,3650,0,-5.76,-2.96,-2.77,-2.77
104.617999,218408631,3670,0,-6.0,-2.96,-2.59,-2.68
105.753999,219544631,3690,0,-6.0,-2.96,-2.68,-2.68
106.322,220112632,3700,0,-5.76,-2.87,-2.68,-2.68
106.89,220680632,3710,0,-5.76,-2.96,-2.77,-2.68
107.458,221248632,3720,0,-5.76,-2.96,-2.77,-2.77
108.030075,221820707,3730,0,-5.76,-2.96,-2.68,-2.68
108.598,222388632,3740,0,-6.0,-2.96,-2.68,-2.77
109.166,222956632,3750,0,-6.0,-2.96,-2.59,-2.77
109.734,223524632,3760,0,-6.0,-2.96,-2.77,-2.68
110.301999,224092631,3770,0,-6.0,-3.05,-2.68,-2.77
110.87,224660632,3780,0,-6.0,-2.96,-2.68,-2.77
112.006,225796632,3800,0,-6.0,-2.96,-2.68,-2.59
112.574,226364632,3810,0,-6.0,-2.96,-2.77,-2.68
113.142,226932632,3820,0,-6.0,-2.87,-2.68,-2.77
113.709999,227500631,3830,0,-6.0,-3.05,-2.77,-2.77
114.277999,228068631,3840,0,-5.76,-2.96,-2.68,-2.77
114.852141,228642773,3850,0,-5.76,-2.96,-2.68,-2.77
115.420002,229210634,3860,0,-6.0,-3.05,-2.77,-2.77
115.988002,229778634,3870,0,-5.76,-2.87,-2.68,-2.68
116.556001,230346633,3880,0,-6.0,-2.96,-2.77,-2.77
117.123999,230914631,3890,0,-6.0,-2.87,-2.68,-2.77
117.692001,231482633,3900,0,-5.76,-2.87,-2.68,-2.68
118.26,232050632,3910,0,-6.0,-2.96,-2.68,-2.87
119.963999,233754631,3940,0,-5.76,-2.96,-2.68,-2.68
120.532002,234322634,3950,0,-6.0,-2.96,-2.77,-2.77
121.671999,235462631,3970,0,-6.0,-2.96,-2.77,-2.59
122.24,236030632,3980,0,-6.23,-2.96,-2.68,-2.77
122.808,236598632,3990,0,-6.0,-2.96,-2.77,-2.77
123.376001,237166633,4000,0,-6.0,-2.96,-2.68,-2.77
123.944,237734632,4010,0,-5.76,-2.96,-2.77,-2.77
124.511999,238302631,4020,0,-6.0,-2.96,-2.77,-2.87
125.080001,238870633,4030,0,-6.0,-2.96,-2.68,-2.77
125.648001,239438633,4040,0,-6.0,-2.96,-2.68,-2.77
126.216001,240006633,4050,0,-6.0,-2.96,-2.68,-2.77
126.783999,240574631,4060,0,-5.76,-2.96,-2.68,-2.77
127.356186,241146818,4070,0,-5.76,-2.96,-2.68,-2.77
127.924002,241714634,4080,0,-5.76,-2.96,-2.87,-2.68
128.492,242282632,4090,0,-6.0,-3.05,-2.77,-2.87
129.06,242850632,4100,0,-6.0,-2.96,-2.68,-2.77
129.628001,243418633,4110,0,-6.0,-2.96,-2.77,-2.77
130.764002,244554634,4130,0,-6.0,-2.96,-2.68,-2.68
131.332002,245122634,4140,0,-6.0,-2.96,-2.77,-2.68
132.468002,246258634,4160,0,-6.0,-3.05,-2.68,-2.77
133.036002,246826634,4170,0,-6.0,-2.87,-2.68,-2.68
133.604001,247394633,4180,0,-6.0,-2.96,-2.77,-2.77
134.176106,247966738,4190,0,-6.0,-2.96,-2.68,-2.87
134.744001,248534633,4200,0,-6.0,-2.96,-2.77,-2.77
135.312,249102632,4210,0,-6.0,-2.96,-2.68,-2.87
135.880001,249670633,4220,0,-6.0,-3.05,-2.77,-2.77
136.448002,250238634,4230,0,-6.0,-2.96,-2.77,-2.77
137.016002,250806634,4240,0,-6.23,-2.96,-2.68,-2.68
138.152001,251942633,4260,0,-5.76,-2.96,-2.68,-2.68
138.72,252510632,4270,0,-6.0,-2.96,-2.68,-2.87
139.846893,253637525,4290,0,-6.0,-2.96,-2.77,-2.77
140.421739,254212371,4300,0,-6.0,-2.96,-2.68,-2.87
140.990001,254780633,4310,0,-5.76,-2.96,-2.77,-2.77
141.558002,255348634,4320,0,-6.0,-3.05,-2.77,-2.87
142.126002,255916634,4330,0,-6.0,-3.05,-2.77,-2.87
142.694,256484632,4340,0,-6.0,-3.05,-2.68,-2.77
143.262,257052632,4350,0,-6.23,-2.96,-2.77,-2.77
143.830001,257620633,4360,0,-6.0,-2.96,-2.68,-2.77
144.398,258188632,4370,0,-6.0,-2.87,-2.68,-2.87
145.534,259324632,4390,0,-6.0,-2.96,-2.77,-2.77
146.102001,259892633,4400,0,-6.0,-3.05,-2.77,-2.77
147.242001,261032633,4420,0,-6.0,-3.05,-2.77,-2.77
147.810001,261600633,4430,0,-5.76,-2.96,-2.77,-2.77
148.378,262168632,4440,0,-6.0,-2.96,-2.77,-2.77
148.946001,262736633,4450,0,-6.0,-3.15,-2.77,-2.77
149.514,263304632,4460,0,-6.0,-2.96,-2.77,-2.77
150.082001,263872633,4470,0,-6.0,-2.96,-2.77,-2.77
150.65,264440632,4480,0,-6.0,-3.05,-2.77,-2.68
151.786002,265576634,4500,0,-5.76,-2.96,-2.77,-2.77
152.354,266144632,4510,0,-6.0,-3.05,-2.77,-2.77
153.494,267284632,4530,0,-5.53,-3.05,-2.68,-2.77
154.062,267852632,4540,0,-6.0,-3.05,-2.77,-2.77
154.630001,268420633,4550,0,-6.0,-2.96,-2.68,-2.77
155.198001,268988633,4560,0,-5.76,-3.05,-2.77,-2.77
155.766,269556632,4570,0,-5.76,-2.96,-2.68,-2.77
156.334,270124632,4580,0,-6.0,-2.96,-2.68,-2.68
156.902,270692632,4590,0,-6.0,-2.96,-2.77,-2.77
158.038002,271828634,4610,0,-6.0,-3.05,-2.68,-2.77
159.174002,272964634,4630,0,-6.0,-2.96,-2.77,-2.87
159.74605,273536682,4640,0,-5.76,-3.05,-2.68,-2.87
160.314002,274104634,4650,0,-6.0,-3.05,-2.77,-2.77
160.882002,274672634,4660,0,-6.0,-3.05,-2.77,-2.87
161.450001,275240633,4670,0,-6.0,-3.05,-2.77,-2.77
162.018002,275808634,4680,0,-5.76,-2.96,-2.68,-2.77
162.586002,276376634,4690,0,-6.0,-2.96,-2.68,-2.77
163.154002,276944634,4700,0,-5.76,-2.96,-2.68,-2.77
163.722002,277512634,4710,0,-6.0,-2.96,-2.59,-2.68
164.29,278080632,4720,0,-5.76,-2.96,-2.68,-2.68
164.858001,278648633,4730,0,-6.0,-2.87,-2.77,-2.77
165.426002,279216634,4740,0,-5.76,-2.87,-2.77,-2.77
166.000233,279790865,4750,0,-5.76,-2.87,-2.59,-2.77
166.568,280358632,4760,0,-5.76,-2.96,-2.68,-2.68
167.136001,280926633,4770,0,-5.76,-2.96,-2.68,-2.77
167.704002,281494634,4780,0,-5.76,-2.96,-2.68,-2.68
168.272002,282062634,4790,0,-6.0,-2.96,-2.68,-2.87
168.84,282630632,4800,0,-6.0,-2.96,-2.77,-2.77
169.408,283198632,4810,0,-6.0,-2.96,-2.77,-2.77
169.976,283766632,4820,0,-5.76,-2.96,-2.68,-2.68
170.544002,284334634,4830,0,-5.76,-2.87,-2.68,-2.68
171.112001,284902633,4840,0,-6.0,-2.87,-2.68,-2.68
171.680001,285470633,4850,0,-5.76,-2.87,-2.77,-2.77
172.252143,286042775,4860,0,-5.76,-2.96,-2.68,-2.68
172.820001,286610633,4870,0,-5.53,-2.96,-2.68,-2.77
173.388,287178632,4880,0,-6.0,-2.96,-2.77,-2.77
173.956,287746632,4890,0,-5.76,-3.05,-2.77,-2.77
174.524,288314632,4900,0,-6.0,-2.87,-2.68,-2.59
175.092001,288882633,4910,0,-5.76,-2.96,-2.68,-2.59
175.660001,289450633,4920,0,-6.0,-2.96,-2.77,-2.77
176.228,290018632,4930,0,-6.0,-2.87,-2.77,-2.77
176.796,290586632,4940,0,-6.0,-2.96,-2.77,-2.77
177.364,291154632,4950,0,-6.0,-2.96,-2.68,-2.77
177.932,291722632,4960,0,-6.0,-2.96,-2.77,-2.68
178.5,292290632,4970,0,-5.76,-2.96,-2.59,-2.77
179.072205,292862837,4980,0,-5.76,-2.96,-2.68,-2.77
179.64,293430632,4990,0,-5.76,-3.05,-2.68,-2.77
180.208001,293998633,5000,0,-6.0,-2.87,-2.68,-2.77
180.776001,294566633,5010,0,-5.53,-2.96,-2.68,-2.77
181.344,295134632,5020,0,-5.76,-2.96,-2.77,-2.77
181.912,295702632,5030,0,-6.0,-2.96,-2.77,-2.77
183.048,296838632,5050,0,-6.0,-2.96,-2.77,-2.77
183.616001,297406633,5060,0,-6.0,-3.05,-2.77,-2.77
184.184001,297974633,5070,0,-5.76,-2.96,-2.77,-2.68
184.752001,298542633,5080,0,-6.0,-3.05,-2.77,-2.77
185.324135,299114767,5090,0,-5.76,-2.96,-2.68,-2.68
185.892,299682632,5100,0,-6.0,-2.96,-2.68,-2.87
186.46,300250632,5110,0,-5.76,-2.96,-2.77,-2.77
187.028,300818632,5120,0,-6.0,-2.96,-2.77,-2.77
187.596001,301386633,5130,0,-6.0,-2.96,-2.68,-2.77
188.164002,301954634,5140,0,-6.0,-2.96,-2.68,-2.87
188.732002,302522634,5150,0,-5.76,-2.87,-2.77,-2.68
189.300002,303090634,5160,0,-6.0,-3.05,-2.68,-2.77
189.868001,303658633,5170,0,-5.76,-2.96,-2.87,-2.68
190.436001,304226633,5180,0,-6.0,-2.96,-2.68,-2.87
191.004001,304794633,5190,0,-5.76,-2.87,-2.77,-2.87
191.611291,305401923,5200,0,-5.76,-3.05,-2.77,-2.77
192.179001,305969633,5210,0,-6.23,-2.96,-2.77,-2.87
192.747,306537632,5220,0,-6.0,-3.05,-2.68,-2.87
193.315002,307105634,5230,0,-6.0,-2.96,-2.87,-2.68
193.883002,307673634,5240,0,-5.76,-3.05,-2.68,-2.68
194.451002,308241634,5250,0,-6.0,-2.96,-2.77,-2.68
195.019002,308809634,5260,0,-6.0,-2.96,-2.59,-2.77
197.291002,311081634,5300,0,-6.0,-2.87,-2.68,-2.87
198.999002,312789634,5330,0,-6.0,-2.96,-2.68,-2.77
199.567001,313357633,5340,0,-6.0,-2.96,-2.68,-2.77
200.135002,313925634,5350,0,-5.76,-2.87,-2.68,-2.68
200.703,314493632,5360,0,-6.0,-3.05,-2.68,-2.68
201.271,315061632,5370,0,-5.76,-3.05,-2.77,-2.77
201.839,315629632,5380,0,-5.76,-3.05,-2.77,-2.77
202.407001,316197633,5390,0,-6.0,-2.87,-2.68,-2.77
202.975,316765632,5400,0,-6.0,-2.96,-2.77,-2.77
203.543001,317333633,5410,0,-6.0,-3.05,-2.68,-2.77
204.111001,317901633,5420,0,-5.76,-2.96,-2.87,-2.87
204.683575,318474207,5430,0,-5.76,-3.05,-2.77,-2.87
205.251,319041632,5440,0,-6.0,-2.96,-2.68,-2.68
205.819,319609632,5450,0,-5.76,-2.87,-2.68,-2.77
206.387,320177632,5460,0,-5.76,-2.87,-2.77,-2.77
206.955001,320745633,5470,0,-5.53,-2.96,-2.77,-2.77
207.523,321313632,5480,0,-6.0,-2.87,-2.68,-2.68
208.091,321881632,5490,0,-6.23,-2.87,-2.68,-2.77
208.659,322449632,5500,0,-5.76,-2.96,-2.68,-2.68
209.227,323017632,5510,0,-5.53,-2.87,-2.77,-2.87
209.795001,323585633,5520,0,-6.0,-3.05,-2.68,-2.77
210.363,324153632,5530,0,-5.76,-2.87,-2.68,-2.87
210.935069,324725701,5540,0,-6.0,-2.96,-2.68,-2.77
211.503001,325293633,5550,0,-5.53,-2.87,-2.68,-2.77
212.071,325861632,5560,0,-6.0,-2.87,-2.68,-2.77
212.639,326429632,5570,0,-5.76,-2.87,-2.68,-2.87
213.775,327565632,5590,0,-5.76,-2.96,-2.68,-2.87
214.343,328133632,5600,0,-6.0,-3.05,-2.77,-2.77
214.911001,328701633,5610,0,-6.0,-2.96,-2.68,-2.77
215.479001,329269633,5620,0,-5.76,-2.87,-2.68,-2.87
216.047002,329837634,5630,0,-6.0,-2.96,-2.68,-2.77
216.615,330405632,5640,0,-6.0,-2.96,-2.68,-2.77
217.183,330973632,5650,0,-5.76,-2.96,-2.68,-2.68
217.757002,331547634,5660,0,-5.53,-2.96,-2.77,-2.77
218.325002,332115634,5670,0,-6.0,-2.96,-2.68,-2.68
218.893002,332683634,5680,0,-5.76,-2.87,-2.68,-2.68
219.461002,333251634,5690,0,-5.76,-2.87,-2.68,-2.77
220.029001,333819633,5700,0,-6.0,-2.87,-2.68,-2.68
220.597002,334387634,5710,0,-5.53,-2.87,-2.77,-2.68
221.165,334955632,5720,0,-5.53,-2.87,-2.77,-2.77
221.733002,335523634,5730,0,-6.0,-2.96,-2.59,-2.68
222.869002,336659634,5750,0,-5.76,-2.96,-2.59,-2.77
223.437002,337227634,5760,0,-5.76,-2.96,-2.68,-2.68
224.009136,337799768,5770,0,-6.0,-3.05,-2.68,-2.77
224.577002,338367634,5780,0,-5.53,-2.96,-2.68,-2.77
225.145002,338935634,5790,0,-6.0,-3.05,-2.68,-2.77
226.281001,340071633,5810,0,-6.0,-2.96,-2.77,-2.77
226.849002,340639634,5820,0,-5.76,-2.87,-2.68,-2.77
227.417001,341207633,5830,0,-5.53,-2.87,-2.59,-2.68
227.985002,341775634,5840,0,-5.76,-2.87,-2.68,-2.77
228.553001,342343633,5850,0,-5.76,-2.87,-2.4,-2.68
229.121002,342911634,5860,0,-6.0,-2.96,-2.68,-2.68
229.689,343479632,5870,0,-6.0,-2.96,-2.68,-2.59
230.261183,344051815,5880,0,-5.76,-2.77,-2.68,-2.68
230.829,344619632,5890,0,-5.53,-2.87,-2.59,-2.77
231.397,345187632,5900,0,-6.0,-2.96,-2.68,-2.59
231.965,345755632,5910,0,-6.0,-2.96,-2.68,-2.68
232.533001,346323633,5920,0,-5.53,-2.87,-2.68,-2.77
233.101001,346891633,5930,0,-5.76,-2.87,-2.59,-2.59
233.669,347459632,5940,0,-5.76,-2.87,-2.49,-2.77
234.237,348027632,5950,0,-5.76,-2.96,-2.77,-2.77
235.941001,349731633,5980,0,-5.53,-3.05,-2.59,-2.59
237.080001,350870633,6000,0,-5.53,-2.87,-2.68,-2.68
237.648,351438632,6010,0,-5.76,-2.87,-2.59,-2.68
238.216001,352006633,6020,0,-5.76,-2.96,-2.68,-2.77
238.784001,352574633,6030,0,-5.76,-2.87,-2.68,-2.77
239.352,353142632,6040,0,-5.76,-2.87,-2.68,-2.77
239.920001,353710633,6050,0,-5.76,-2.96,-2.77,-2.77
240.488,354278632,6060,0,-5.76,-2.96,-2.68,-2.68
241.056,354846632,6070,0,-5.76,-2.96,-2.68,-2.87
241.624,355414632,6080,0,-6.0,-2.96,-2.68,-2.68
242.76,356550632,6100,0,-5.76,-2.96,-2.68,-2.68
243.332599,357123231,6110,0,-6.0,-3.05,-2.59,-2.59
243.901001,357691633,6120,0,-5.76,-2.96,-2.68,-2.68
244.469002,358259634,6130,0,-5.76,-2.96,-2.59,-2.68
245.037002,358827634,6140,0,-6.0,-2.87,-2.77,-2.87
245.605,359395632,6150,0,-5.53,-2.87,-2.68,-2.77
246.173001,359963633,6160,0,-5.76,-2.96,-2.68,-2.87
248.445002,362235634,6200,0,-6.0,-2.87,-2.77,-2.77
249.013001,362803633,6210,0,-6.0,-2.96,-2.77,-2.77
250.155001,363945633,6230,0,-5.76,-2.96,-2.68,-2.77
250.723001,364513633,6240,0,-5.76,-2.87,-2.68,-2.68
251.291002,365081634,6250,0,-6.0,-3.05,-2.77,-2.77
251.859002,365649634,6260,0,-6.0,-2.96,-2.77,-2.77
252.427001,366217633,6270,0,-5.76,-2.96,-2.77,-2.68
252.995,366785632,6280,0,-5.76,-2.96,-2.68,-2.59
253.563002,367353634,6290,0,-6.0,-2.96,-2.77,-2.77
254.131002,367921634,6300,0,-5.76,-2.96,-2.68,-2.77
254.699,368489632,6310,0,-6.0,-2.87,-2.77,-2.77
255.839651,369630283,6330,0,-6.0,-2.96,-2.68,-2.68
257.543002,371333634,6360,0,-6.0,-2.96,-2.77,-2.77
258.111002,371901634,6370,0,-5.76,-2.96,-2.77,-2.77
258.679,372469632,6380,0,-5.76,-2.96,-2.68,-2.77
259.247,373037632,6390,0,-5.76,-2.77,-2.77,-2.59
259.815,373605632,6400,0,-6.23,-2.87,-2.59,-2.77
260.383,374173632,6410,0,-5.53,-2.87,-2.68,-2.68
260.951001,374741633,6420,0,-5.76,-2.96,-2.68,-2.77
261.519001,375309633,6430,0,-5.76,-2.87,-2.68,-2.77
262.087,375877632,6440,0,-6.0,-2.96,-2.77,-2.77
262.659074,376449706,6450,0,-6.0,-2.96,-2.68,-2.68
