t_sec,timestamp,seq,solenoids,P_0,P_1,P_2,P_3
0.0,113790632,1830,0,-5.53,-2.87,-2.59,-2.49
0.568,114358632,1840,0,-5.76,-2.87,-2.59,-2.59
1.135999,114926631,1850,0,-5.76,-2.87,-2.68,-2.68
1.704002,115494634,1860,0,-5.76,-2.96,-2.59,-2.68
2.271999,116062631,1870,0,-5.76,-2.96,-2.59,-2.68
2.840002,116630634,1880,0,-6.0,-2.87,-2.59,-2.77
3.408001,117198633,1890,0,-5.76,-2.87,-2.68,-2.59
3.976001,117766633,1900,0,-5.53,-2.87,-2.77,-2.77
4.543999,118334631,1910,0,-5.76,-2.87,-2.68,-2.59
5.112001,118902633,1920,0,-5.76,-2.87,-2.59,-2.59
5.684047,119474679,1930,0,-5.76,-2.96,-2.68,-2.68
6.252,120042632,1940,0,-5.76,-2.96,-2.77,-2.77
6.820002,120610634,1950,0,-6.0,-2.96,-2.77,-2.77
7.388,121178632,1960,0,-5.53,-2.96,-2.68,-2.59
7.956001,121746633,1970,0,-5.76,-2.77,-2.68,-2.77
8.524002,122314634,1980,0,-5.76,-2.96,-2.77,-2.68
9.091999,122882631,1990,0,-5.76,-2.96,-2.68,-2.59
9.66,123450632,2000,0,-5.76,-2.96,-2.59,-2.77
10.228001,124018633,2010,0,-5.76,-2.96,-2.59,-2.68
10.796001,124586633,2020,0,-5.53,-2.96,-2.68,-2.68
11.364,125154632,2030,0,-5.76,-2.87,-2.59,-2.68
11.938132,125728764,2040,0,-5.76,-2.87,-2.59,-2.68
12.506,126296632,2050,0,-5.76,-2.96,-2.68,-2.68
13.074,126864632,2060,0,-5.76,-2.77,-2.59,-2.68
13.642,127432632,2070,0,-5.76,-2.87,-2.59,-2.68
14.209999,128000631,2080,0,-5.53,-2.87,-2.49,-2.59
14.777999,128568631,2090,0,-5.53,-2.96,-2.49,-2.59
15.346,129136632,2100,0,-5.76,-2.87,-2.59,-2.59
15.913999,129704631,2110,0,-5.76,-2.77,-2.59,-2.59
16.482,130272632,2120,0,-5.29,-2.87,-2.59,-2.68
17.05,130840632,2130,0,-5.53,-2.87,-2.68,-2.68
17.617999,131408631,2140,0,-5.76,-3.05,-2.59,-2.68
18.190114,131980746,2150,0,-5.76,-2.77,-2.49,-2.59
18.758,132548632,2160,0,-5.53,-2.96,-2.49,-2.68
19.326,133116632,2170,0,-5.53,-2.77,-2.68,-2.68
19.894,133684632,2180,0,-5.76,-2.77,-2.59,-2.59
20.461999,134252631,2190,0,-5.53,-2.77,-2.68,-2.59
21.03,134820632,2200,0,-5.76,-2.87,-2.59,-2.77
21.598,135388632,2210,0,-5.53,-2.77,-2.59,-2.68
22.165999,135956631,2220,0,-5.53,-2.87,-2.59,-2.68
22.734,136524632,2230,0,-5.76,-2.87,-2.68,-2.77
23.301999,137092631,2240,0,-5.76,-2.87,-2.77,-2.68
23.869999,137660631,2250,0,-5.76,-2.87,-2.68,-2.59
24.438,138228632,2260,0,-5.53,-2.96,-2.59,-2.68
25.01,138800632,2270,0,-5.53,-2.87,-2.59,-2.68
25.577999,139368631,2280,0,-5.29,-2.77,-2.49,-2.59
26.146,139936632,2290,0,-5.53,-2.68,-2.4,-2.59
26.713999,140504631,2300,0,-5.76,-2.77,-2.59,-2.59
27.281999,141072631,2310,0,-5.76,-2.87,-2.59,-2.59
27.85,141640632,2320,0,-5.76,-2.87,-2.68,-2.68
28.417999,142208631,2330,0,-5.53,-3.05,-2.77,-2.68
28.986001,142776633,2340,0,-5.76,-2.87,-2.68,-2.77
29.554001,143344633,2350,0,-5.76,-2.87,-2.68,-2.68
30.122001,143912633,2360,0,-5.76,-2.96,-2.68,-2.68
30.690001,144480633,2370,0,-5.76,-2.96,-2.59,-2.68
31.262099,145052731,2380,0,-6.0,-2.87,-2.59,-2.68
31.83,145620632,2390,0,-5.76,-2.96,-2.59,-2.68
32.398,146188632,2400,0,-5.76,-2.96,-2.59,-2.59
32.966001,146756633,2410,0,-5.76,-2.87,-2.68,-2.59
33.533999,147324631,2420,0,-5.76,-2.96,-2.68,-2.68
34.101999,147892631,2430,0,-5.53,-3.05,-2.59,-2.68
34.670001,148460633,2440,0,-5.76,-2.96,-2.49,-2.59
35.806001,149596633,2460,0,-5.76,-2.77,-2.68,-2.59
36.374002,150164634,2470,0,-5.76,-2.87,-2.68,-2.68
36.941999,150732631,2480,0,-5.53,-2.87,-2.68,-2.59
38.085001,151875633,2500,0,-5.76,-2.87,-2.68,-2.68
38.652999,152443631,2510,0,-6.0,-2.87,-2.49,-2.77
39.220999,153011631,2520,0,-5.76,-2.96,-2.59,-2.68
39.789001,153579633,2530,0,-5.76,-2.87,-2.59,-2.59
40.357001,154147633,2540,0,-5.76,-2.96,-2.68,-2.77
40.925002,154715634,2550,0,-6.0,-2.96,-2.68,-2.77
41.493,155283632,2560,0,-5.76,-2.96,-2.68,-2.68
42.061,155851632,2570,0,-5.53,-2.77,-2.59,-2.68
42.629,156419632,2580,0,-5.76,-2.87,-2.68,-2.68
43.197,156987632,2590,0,-5.76,-2.87,-2.59,-2.59
43.801397,157592029,2600,0,-5.76,-2.87,-2.49,-2.59
44.368999,158159631,2610,0,-5.76,-2.87,-2.59,-2.68
44.936999,158727631,2620,0,-5.76,-2.77,-2.59,-2.68
45.505,159295632,2630,0,-5.53,-2.77,-2.68,-2.68
46.072999,159863631,2640,0,-5.76,-2.77,-2.68,-2.77
46.640999,160431631,2650,0,-5.76,-2.87,-2.59,-2.59
47.208999,160999631,2660,0,-6.0,-2.87,-2.59,-2.68
47.776999,161567631,2670,0,-5.76,-2.77,-2.59,-2.68
48.345,162135632,2680,0,-5.76,-2.87,-2.59,-2.68
50.048999,163839631,2710,0,-5.76,-2.87,-2.59,-2.68
50.621537,164412169,2720,0,-5.76,-2.87,-2.59,-2.77
51.189,164979632,2730,0,-5.53,-2.87,-2.68,-2.68
51.756999,165547631,2740,0,-5.53,-2.87,-2.59,-2.59
52.325,166115632,2750,0,-5.76,-2.87,-2.59,-2.68
54.029,167819632,2780,0,-5.53,-2.87,-2.59,-2.59
54.597,168387632,2790,0,-5.76,-2.87,-2.59,-2.68
55.165,168955632,2800,0,-5.53,-2.77,-2.68,-2.59
55.733001,169523633,2810,0,-5.76,-2.68,-2.49,-2.49
56.301001,170091633,2820,0,-5.53,-2.87,-2.59,-2.59
56.873047,170663679,2830,0,-5.53,-2.77,-2.68,-2.59
57.441001,171231633,2840,0,-5.76,-2.96,-2.68,-2.68
58.009001,171799633,2850,0,-5.76,-2.96,-2.68,-2.68
58.576999,172367631,2860,0,-5.53,-2.87,-2.59,-2.59
59.145,172935632,2870,0,-5.76,-2.96,-2.68,-2.77
59.713001,173503633,2880,0,-5.76,-2.77,-2.59,-2.59
60.281,174071632,2890,0,-5.53,-2.77,-2.59,-2.59
60.849,174639632,2900,0,-5.53,-2.87,-2.68,-2.59
61.417001,175207633,2910,0,-5.76,-2.87,-2.59,-2.68
61.985002,175775634,2920,0,-6.0,-2.77,-2.59,-2.59
62.553001,176343633,2930,0,-6.0,-2.77,-2.68,-2.68
63.127132,176917764,2940,0,-5.53,-2.87,-2.68,-2.59
63.695002,177485634,2950,0,-5.76,-2.87,-2.68,-2.68
64.263001,178053633,2960,0,-6.0,-3.05,-2.68,-2.68
64.830999,178621631,2970,0,-5.76,-2.96,-2.68,-2.68
65.399001,179189633,2980,0,-5.76,-2.87,-2.68,-2.68
67.103001,180893633,3010,0,-5.53,-2.87,-2.68,-2.59
67.671,181461632,3020,0,-5.76,-2.96,-2.59,-2.59
68.239,182029632,3030,0,-5.76,-2.87,-2.59,-2.68
68.807001,182597633,3040,0,-5.76,-2.87,-2.59,-2.68
69.374999,183165631,3050,0,-6.0,-2.77,-2.68,-2.77
69.947117,183737749,3060,0,-5.76,-2.87,-2.68,-2.68
71.083,184873632,3080,0,-6.0,-2.87,-2.68,-2.59
71.650999,185441631,3090,0,-5.53,-2.87,-2.68,-2.59
72.219,186009632,3100,0,-5.76,-2.96,-2.59,-2.68
72.787,186577632,3110,0,-5.53,-2.77,-2.59,-2.77
73.354999,187145631,3120,0,-5.76,-2.96,-2.68,-2.77
74.491,188281632,3140,0,-5.76,-2.96,-2.68,-2.68
75.059,188849632,3150,0,-6.0,-2.96,-2.68,-2.68
75.627,189417632,3160,0,-6.0,-2.96,-2.68,-2.77
76.199188,189989820,3170,0,-6.0,-2.96,-2.68,-2.68
76.767,190557632,3180,0,-5.76,-2.87,-2.68,-2.77
77.335,191125632,3190,0,-5.76,-2.87,-2.68,-2.68
77.903,191693632,3200,0,-5.76,-2.96,-2.77,-2.68
78.470999,192261631,3210,0,-5.53,-2.87,-2.59,-2.68
79.038999,192829631,3220,0,-5.76,-2.96,-2.68,-2.68
79.607,193397632,3230,0,-5.76,-2.96,-2.68,-2.59
80.174999,193965631,3240,0,-5.76,-3.05,-2.68,-2.77
80.743,194533632,3250,0,-5.76,-2.96,-2.77,-2.77
81.879,195669632,3270,0,-5.76,-2.96,-2.68,-2.77
82.451116,196241748,3280,0,-5.76,-3.05,-2.59,-2.77
83.018999,196809631,3290,0,-5.76,-2.96,-2.59,-2.68
83.587,197377632,3300,0,-5.76,-2.96,-2.87,-2.59
84.155,197945632,3310,0,-5.76,-2.96,-2.68,-2.68
84.723001,198513633,3320,0,-5.76,-2.87,-2.68,-2.68
85.291001,199081633,3330,0,-5.76,-2.87,-2.59,-2.77
85.859,199649632,3340,0,-5.76,-2.87,-2.68,-2.68
86.427,200217632,3350,0,-5.76,-2.87,-2.59,-2.68
86.995,200785632,3360,0,-5.76,-2.87,-2.77,-2.68
87.562999,201353631,3370,0,-6.0,-2.96,-2.68,-2.68
88.130999,201921631,3380,0,-5.76,-2.87,-2.68,-2.68
88.698999,202489631,3390,0,-5.76,-2.87,-2.68,-2.68
89.274001,203064633,3400,0,-5.76,-2.87,-2.59,-2.68
89.841999,203632631,3410,0,-5.76,-2.96,-2.77,-2.77
90.410002,204200634,3420,0,-6.0,-2.87,-2.59,-2.68
90.978,204768632,3430,0,-5.76,-2.96,-2.68,-2.68
