timestamp,seq,solenoids,P_0,P_1,P_2,P_3
281000000,2810,0000000000000000,0,0,0,0
282000000,2820,0000000000000000,0,0,0,0
283000000,2830,0000000000000000,0,0,0,0
284000000,2840,0000000000000000,0,0,0,0
285000000,2850,0000000000000000,0,0,0,0
286000000,2860,0000000000000000,0,0,0,0
287000000,2870,0000000000000000,0,0,0,0
288000000,2880,0000000000000000,0,0,0,0
289000000,2890,0000000000000000,0,0,0,0
290000000,2900,0000000000000000,0,0,0,0
291000000,2910,0000000000000000,0,0,0,0
292000000,2920,0000000000000000,0,0,0,0
293000000,2930,0000000000000000,0,0,0,0
294000000,2940,0000000000000000,0,0,0,0
295000000,2950,0000000000000000,0,0,0,0
296000000,2960,0000000000000000,0,0,0,0
297000000,2970,0000000000000000,0,0,0,0
298000000,2980,0000000000000000,0,0,0,0
299000000,2990,0000000000000000,0,0,0,0
300000000,3000,0000000000000000,0,0,0,0
301000000,3010,0000000000000000,0,0,0,0
