timestamp,seq,solenoids,P_0,P_1,P_2,P_3
26000000,260,0000000000000000,2410,2409,2410,2410
27000000,270,0000000000000000,2412,2410,2411,2410
28000000,280,0000000000000000,2407,2410,2412,2408
29000000,290,0000000000000000,2411,2409,2412,2411
30000000,300,0000000000000000,2409,2409,2413,2408
31000000,310,0000000000000000,2407,2409,2413,2408
32000000,320,0000000000000000,2408,2409,2412,2409
33000000,330,0000000000000000,2408,2410,2411,2409
34000000,340,0000000000000000,2409,2410,2411,2409
35000000,350,0000000000000000,2408,2409,2412,2409
36000000,360,0000000000000000,2407,2408,2413,2409
37000000,370,0000000000000000,2409,2409,2413,2408
39000000,390,0000000000000000,2409,2410,2412,2408
41000000,410,0000000000000000,2409,2409,2412,2410
42000000,420,0000000000000000,2411,2409,2411,2409
43000000,430,0000000000000000,2409,2410,2412,2410
44000000,440,0000000000000000,2409,2408,2411,2412
45000000,450,0000000000000000,2409,2407,2411,2411
46000000,460,0000000000000000,2409,2410,2413,2410
47000000,470,0000000000000000,2407,2408,2412,2411
48000000,480,0000000000000000,2407,2408,2412,2410
49000000,490,0000000000000000,2408,2408,2414,2412
50000000,500,0000000000000000,2411,2409,2411,2408
51000000,510,0000000000000000,2408,2407,2411,2410
53000000,530,0000000000000000,2410,2410,2412,2410
54000000,540,0000000000000000,2410,2409,2411,2409
55000000,550,0000000000000000,2411,2410,2411,2411
56000000,560,0000000000000000,2410,2411,2413,2410
