time_s,P1_high_psi,P2_high_psi,P3_high_psi,P4_high_psi
0.000000,-60.139,-60.842,-59.436,-60.608
0.215000,-60.608,-60.139,-60.139,-60.373
0.229974,-60.139,-60.608,-59.905,-60.373
0.244960,-60.373,-60.373,-59.905,-60.373
0.259946,-60.608,-60.373,-59.905,-60.608
0.274932,-60.842,-60.139,-59.670,-60.373
0.289918,-60.139,-60.608,-59.670,-60.373
0.304904,-60.139,-60.373,-59.905,-60.373
0.319890,-60.139,-60.139,-60.139,-60.139
0.334876,-59.905,-60.608,-59.436,-60.139
0.349862,-60.139,-60.373,-60.139,-60.139
0.565001,-60.139,-60.608,-59.905,-60.373
0.579974,-60.373,-60.139,-59.905,-60.139
0.594960,-60.373,-60.842,-59.905,-60.139
0.609946,-60.608,-59.905,-59.905,-60.608
0.624932,-60.608,-60.373,-59.670,-60.373
0.639918,-59.905,-60.139,-60.139,-60.373
0.654904,-60.608,-60.608,-59.436,-60.608
0.669890,-60.139,-60.608,-59.905,-60.373
0.684876,-60.608,-60.139,-59.670,-59.905
0.699862,-60.139,-60.139,-59.670,-60.373
0.915000,-60.373,-60.139,-59.905,-60.139
0.929974,-60.139,-60.139,-59.905,-60.373
0.944960,-60.139,-60.139,-59.670,-60.373
0.959946,-60.373,-60.139,-59.905,-60.373
0.974932,-60.608,-60.608,-59.905,-60.139
0.989918,-60.373,-60.608,-59.670,-60.373
1.004904,-59.905,-60.608,-59.905,-60.373
1.019890,-60.139,-60.373,-59.905,-60.608
1.034876,-60.608,-60.139,-59.436,-60.373
1.049862,-60.139,-60.608,-59.905,-60.373
1.265000,-60.139,-60.608,-59.670,-60.842
1.279974,-60.139,-60.373,-59.436,-59.905
1.294960,-60.139,-60.139,-59.905,-60.139
1.309946,-60.842,-60.373,-59.905,-59.905
1.324932,-60.373,-60.373,-59.905,-59.905
1.339918,-60.139,-60.373,-59.905,-60.373
1.354904,-60.373,-60.842,-59.905,-60.139
1.369890,-60.139,-60.373,-60.139,-60.842
1.384876,-60.373,-60.608,-59.436,-60.373
1.399862,-60.139,-60.139,-60.139,-60.608
1.615000,-60.373,-60.608,-59.905,-60.608
1.629974,-60.608,-60.139,-59.670,-60.139
1.644960,-60.373,-60.608,-59.905,-60.373
1.659946,-60.373,-60.373,-60.139,-60.139
1.674932,-60.608,-60.608,-60.139,-60.139
1.689918,-60.373,-60.373,-60.139,-60.139
1.704904,-60.139,-60.373,-59.670,-60.139
1.719890,-60.373,-60.608,-59.905,-60.608
1.734876,-60.373,-60.139,-59.436,-60.373
1.749862,-60.139,-60.373,-59.670,-60.608
1.965000,-60.373,-60.842,-59.905,-60.608
1.979974,-60.373,-60.373,-59.436,-60.139
1.994960,-60.373,-60.373,-59.670,-60.608
2.009946,-60.842,-60.373,-59.905,-60.373
2.024932,-60.373,-60.373,-60.139,-60.139
2.039918,-60.139,-60.373,-60.139,-59.905
2.054904,-60.139,-60.608,-59.905,-60.373
2.069890,-60.373,-60.139,-59.905,-60.139
2.084876,-60.842,-60.373,-59.670,-60.139
2.099862,-60.139,-60.373,-59.905,-60.373
2.315001,-60.373,-60.373,-60.139,-60.139
2.329974,-60.373,-60.373,-59.905,-60.373
2.344960,-60.373,-60.842,-59.905,-60.139
2.359946,-60.608,-60.608,-59.670,-60.139
2.374932,-60.139,-60.608,-59.436,-60.373
2.389918,-60.373,-60.373,-59.905,-60.608
2.404904,-60.139,-60.373,-59.905,-60.373
2.419890,-60.373,-60.139,-59.905,-60.373
2.434876,-60.608,-60.608,-59.436,-60.373
2.449863,-59.905,-60.608,-60.139,-60.139
2.665000,-60.373,-60.608,-59.670,-60.373
2.679974,-60.373,-60.373,-59.905,-60.373
2.694960,-60.373,-60.373,-59.905,-60.373
2.709946,-60.842,-60.373,-60.139,-60.373
2.724932,-60.139,-60.608,-59.905,-60.139
2.739918,-60.608,-60.139,-59.905,-60.842
2.754904,-60.608,-60.373,-59.670,-60.373
2.769890,-60.139,-60.373,-59.905,-60.373
2.784876,-60.842,-60.373,-59.436,-60.373
2.799863,-60.139,-60.608,-59.670,-59.905
3.015001,-60.373,-60.139,-59.905,-60.139
3.029974,-60.373,-60.842,-60.373,-60.139
3.044960,-60.373,-59.905,-59.905,-59.905
3.059946,-60.608,-60.608,-59.905,-60.139
3.074932,-60.139,-60.608,-59.905,-60.608
3.089918,-60.139,-60.139,-60.139,-60.373
3.104904,-60.139,-60.373,-59.670,-60.373
3.119890,-60.139,-60.373,-59.905,-60.373
3.134876,-60.608,-60.608,-59.670,-60.139
3.149863,-60.608,-60.842,-60.139,-60.373
3.365000,-59.905,-60.608,-60.139,-60.608
3.379974,-60.608,-60.373,-59.670,-59.905
3.394960,-60.373,-60.373,-60.139,-60.139
3.409946,-60.608,-60.608,-59.905,-60.373
3.424932,-60.373,-60.608,-59.436,-60.373
3.439918,-60.373,-60.373,-60.139,-60.608
3.454904,-60.373,-60.608,-59.905,-60.608
3.469890,-60.373,-60.608,-59.905,-60.608
3.484876,-60.373,-60.608,-59.670,-59.905
3.499863,-60.139,-60.373,-60.373,-60.373
3.715001,-60.373,-60.608,-60.139,-60.373
3.729974,-60.608,-60.608,-59.905,-59.905
3.744960,-60.608,-60.373,-59.905,-60.373
3.759946,-60.608,-60.373,-59.905,-60.139
3.774932,-60.139,-60.842,-59.905,-60.373
3.789918,-59.905,-60.139,-60.139,-60.842
3.804904,-60.139,-60.139,-59.905,-60.842
3.819890,-59.905,-60.842,-59.670,-60.139
3.834876,-60.373,-60.842,-59.436,-60.373
3.849863,-60.139,-60.608,-59.905,-60.373
4.065001,-60.608,-60.373,-60.139,-60.608
4.079974,-60.842,-60.373,-60.139,-60.139
4.094960,-60.373,-60.608,-60.139,-60.139
4.109946,-60.139,-60.373,-60.139,-60.608
4.124932,-60.608,-60.608,-59.436,-60.373
4.139918,-60.373,-60.139,-59.905,-60.608
4.154904,-60.373,-60.139,-59.905,-60.608
4.169890,-60.373,-60.373,-59.905,-60.608
4.184876,-60.842,-60.608,-59.436,-60.608
4.199863,-60.608,-60.608,-60.139,-59.905
4.415001,-60.373,-60.139,-59.905,-60.373
4.429974,-60.373,-60.373,-59.905,-60.373
4.444960,-60.373,-60.373,-60.139,-60.139
4.459946,-60.842,-60.608,-60.139,-60.373
4.474932,-60.139,-60.842,-59.905,-60.139
4.489918,-60.373,-60.373,-59.905,-60.608
4.504904,-60.139,-60.373,-59.905,-60.373
4.519890,-60.373,-60.373,-59.905,-60.608
4.534876,-60.842,-60.608,-59.436,-60.373
4.549863,-60.139,-61.077,-59.905,-60.139
4.765001,-60.139,-60.373,-60.139,-60.373
4.779974,-60.608,-60.139,-59.905,-60.373
4.794960,-60.139,-60.373,-59.905,-60.373
4.809946,-60.608,-60.139,-59.905,-60.139
4.824932,-60.139,-60.842,-59.905,-60.373
4.839918,-60.139,-60.842,-59.905,-60.608
4.854904,-60.373,-60.608,-59.905,-60.608
4.869890,-60.373,-60.139,-60.139,-60.373
4.884876,-60.842,-60.139,-59.436,-60.139
4.899863,-60.139,-61.077,-59.670,-60.608
5.115001,-60.139,-60.139,-60.139,-60.842
5.129974,-60.842,-60.608,-59.436,-60.139
5.144960,-60.373,-60.373,-60.139,-60.373
5.159946,-60.608,-60.608,-59.670,-60.139
5.174932,-60.373,-60.608,-59.905,-60.373
5.189918,-60.608,-60.608,-59.905,-60.842
5.204904,-60.608,-60.608,-59.670,-60.373
5.219890,-60.608,-60.373,-60.139,-60.608
5.234876,-60.608,-60.373,-59.670,-60.139
5.316999,-60.842,-60.139,-59.436,-60.139
5.533000,-60.373,-60.608,-59.670,-60.842
5.547974,-60.373,-60.139,-59.670,-60.139
5.616999,-60.373,-60.842,-59.905,-60.139
5.716999,-60.373,-60.842,-59.905,-60.139
5.816999,-60.608,-60.842,-59.905,-60.139
5.916999,-60.373,-60.608,-59.905,-60.373
6.016999,-60.373,-60.608,-59.670,-60.373
6.116999,-60.373,-60.373,-59.905,-60.373
6.216999,-60.373,-60.608,-60.139,-60.373
6.316999,-59.905,-60.373,-59.436,-60.373
6.533000,-60.373,-60.608,-59.905,-60.608
6.547974,-60.373,-60.608,-59.905,-59.905
6.616999,-60.608,-60.842,-59.670,-60.139
6.716999,-60.139,-60.842,-60.139,-60.373
6.816999,-60.842,-60.373,-60.139,-60.373
6.916999,-60.842,-60.139,-60.139,-60.139
7.016999,-59.905,-60.139,-59.905,-60.139
7.116999,-60.608,-60.608,-59.670,-60.373
7.216999,-59.905,-60.373,-60.373,-59.905
7.316999,-60.842,-60.139,-60.139,-60.139
7.533000,-60.842,-60.139,-59.905,-60.373
7.547974,-60.842,-60.608,-59.905,-60.139
7.616999,-60.608,-60.139,-59.905,-60.139
7.716999,-60.373,-60.373,-60.139,-60.139
7.816999,-60.373,-60.608,-60.139,-60.139
7.916999,-60.139,-60.608,-59.670,-60.373
8.016999,-60.139,-60.608,-59.905,-60.373
8.116999,-60.373,-60.373,-59.670,-60.373
8.216999,-60.373,-60.608,-59.670,-59.905
8.316999,-60.139,-60.373,-59.670,-60.139
8.532000,-60.373,-60.842,-59.905,-60.373
8.546974,-60.139,-60.608,-59.670,-59.905
8.616999,-60.608,-60.373,-59.905,-60.373
8.716999,-60.139,-60.139,-60.139,-60.139
8.816999,-60.373,-60.373,-59.670,-60.373
8.916999,-60.139,-60.373,-59.905,-60.139
9.016999,-60.139,-60.842,-60.373,-60.373
9.116999,-60.842,-60.373,-59.670,-60.608
9.216999,-60.373,-60.373,-59.905,-60.373
9.316999,-60.373,-60.373,-59.905,-60.373
9.533000,-60.608,-60.373,-60.139,-60.373
9.547974,-60.608,-60.608,-60.139,-60.608
9.616999,-60.608,-60.373,-59.670,-60.373
9.716999,-60.373,-60.608,-59.670,-60.139
9.816999,-60.373,-60.373,-60.139,-60.139
9.916999,-60.608,-60.608,-59.670,-60.139
10.016999,-60.373,-60.608,-59.905,-60.139
10.116999,-60.373,-60.842,-59.670,-60.139
10.216999,-60.373,-60.608,-59.905,-60.373
10.316999,-60.373,-60.373,-59.905,-60.608
10.533000,-60.608,-60.373,-60.139,-60.139
10.547974,-60.373,-60.608,-60.139,-60.139
10.616999,-60.608,-59.905,-59.436,-60.608
10.716999,-60.139,-60.373,-60.373,-60.373
10.816999,-60.842,-60.373,-59.905,-60.139
10.916999,-60.608,-60.373,-59.905,-60.608
11.016999,-60.608,-60.608,-59.670,-60.139
11.116999,-60.373,-60.842,-59.670,-60.373
11.216999,-60.139,-60.608,-59.905,-60.139
11.316999,-60.608,-60.842,-60.139,-60.139
11.533000,-60.373,-60.608,-59.905,-60.608
11.547974,-60.373,-60.608,-59.670,-60.139
11.616999,-60.139,-60.842,-59.670,-60.139
11.716999,-60.373,-60.373,-60.139,-60.373
11.816999,-60.608,-60.608,-59.905,-60.373
11.916999,-60.139,-60.373,-60.139,-60.373
12.016999,-60.608,-60.608,-60.139,-59.905
12.116999,-60.608,-60.608,-60.139,-60.608
12.216999,-60.373,-60.139,-59.905,-60.139
12.316999,-60.608,-60.608,-60.139,-60.608
12.533000,-60.373,-60.373,-59.905,-60.139
12.547974,-60.373,-60.373,-59.436,-60.139
12.616999,-60.373,-60.373,-59.905,-60.139
12.716999,-59.905,-60.608,-59.670,-60.139
12.816999,-60.608,-60.373,-60.139,-59.905
12.916999,-60.373,-60.842,-60.139,-60.373
13.016999,-60.608,-60.139,-60.139,-60.139
13.116999,-60.139,-60.373,-60.139,-60.139
13.216999,-60.139,-60.842,-59.905,-60.373
13.316999,-60.139,-60.608,-60.139,-60.608
13.532001,-60.608,-61.077,-59.670,-60.608
13.546974,-60.139,-60.373,-59.436,-60.139
13.616999,-60.373,-60.608,-60.139,-60.373
13.716999,-60.608,-60.373,-59.670,-60.373
