timestamp,seq,solenoids,P_0,P_1,P_2,P_3,T_0,LC_0
22000000,220,0000000000000000,2639,2638,4629,3477,21930,62400
24000000,240,0000000000000000,2639,2639,4629,3477,21930,30784
26000000,260,0000000000000000,2638,2638,4629,3476,21930,64704
28000000,280,0000000000000000,2638,2638,4629,3477,21930,33088
30000000,300,0000000000000000,2638,2639,4629,3476,21930,1472
