timestamp,seq,solenoids,P_0,P_1,P_2,P_3
11085862,40,0000000000000000,0,0,0,2411
11785861,60,0000000000000000,0,0,0,2412
12485862,80,0000000000000000,0,0,0,2412
13185863,100,0000000000000000,0,0,0,2412
13885862,120,0000000000000000,0,0,0,2412
14585862,140,0000000000000000,0,0,0,2413
16000000,160,0000000000000000,0,0,0,2412
17000000,170,0000000000000000,0,0,0,2411
18000000,180,0000000000000000,0,0,0,2412
19000000,190,0000000000000000,0,0,0,2412
20000000,200,0000000000000000,0,0,0,2410
21000000,210,0000000000000000,0,0,0,2413
22000000,220,0000000000000000,0,0,0,2411
23000000,230,0000000000000000,0,0,0,2411
24000000,240,0000000000000000,0,0,0,2411
25000000,250,0000000000000000,0,0,0,2410
26000000,260,0000000000000000,0,0,0,2412
27000000,270,0000000000000000,0,0,0,2412
28000000,280,0000000000000000,0,0,0,2411
29000000,290,0000000000000000,0,0,0,2412
30000000,300,0000000000000000,0,0,0,2412
31000000,310,0000000000000000,0,0,0,2411
32000000,320,0000000000000000,0,0,0,2411
33000000,330,0000000000000000,0,0,0,2411
34000000,340,0000000000000000,0,0,0,2412
35000000,350,0000000000000000,0,0,0,2410
36000000,360,0000000000000000,0,0,0,2411
37000000,370,0000000000000000,0,0,0,2411
38000000,380,0000000000000000,0,0,0,2411
39000000,390,0000000000000000,0,0,0,2410
40000000,400,0000000000000000,0,0,0,2410
41000000,410,0000000000000000,0,0,0,2413
42000000,420,0000000000000000,0,0,0,2410
43000000,430,0000000000000000,0,0,0,2412
44000000,440,0000000000000000,0,0,0,2412
45000000,450,0000000000000000,0,0,0,2411
46000000,460,0000000000000000,0,0,0,2410
47000000,470,0000000000000000,0,0,0,2411
48000000,480,0000000000000000,0,0,0,2412
49000000,490,0000000000000000,0,0,0,2411
50000000,500,0000000000000000,0,0,0,2410
51000000,510,0000000000000000,0,0,0,2411
52000000,520,0000000000000000,0,0,0,2412
53000000,530,0000000000000000,0,0,0,2411
54000000,540,0000000000000000,0,0,0,2411
55000000,550,0000000000000000,0,0,0,2411
56000000,560,0000000000000000,0,0,0,2412
57000000,570,0000000000000000,0,0,0,2411
58000000,580,0000000000000000,0,0,0,2411
59000000,590,0000000000000000,0,0,0,2412
60000000,600,0000000000000000,0,0,0,2411
61000000,610,0000000000000000,0,0,0,2411
62000000,620,0000000000000000,0,0,0,2411
63000000,630,0000000000000000,0,0,0,2411
64000000,640,0000000000000000,0,0,0,2412
65000000,650,0000000000000000,0,0,0,2413
66000000,660,0000000000000000,0,0,0,2411
67000000,670,0000000000000000,0,0,0,2412
68000000,680,0000000000000000,0,0,0,2411
69000000,690,0000000000000000,0,0,0,2411
70000000,700,0000000000000000,0,0,0,2411
71000000,710,0000000000000000,0,0,0,2412
72000000,720,0000000000000000,0,0,0,2413
73000000,730,0000000000000000,0,0,0,2412
74000000,740,0000000000000000,0,0,0,2411
75000000,750,0000000000000000,0,0,0,2412
76000000,760,0000000000000000,0,0,0,2411
77000000,770,0000000000000000,0,0,0,2414
78000000,780,0000000000000000,0,0,0,2413
79000000,790,0000000000000000,0,0,0,2413
80000000,800,0000000000000000,0,0,0,2412
81000000,810,0000000000000000,0,0,0,2413
82000000,820,0000000000000000,0,0,0,2412
83000000,830,0000000000000000,0,0,0,2413
84000000,840,0000000000000000,0,0,0,2413
85000000,850,0000000000000000,0,0,0,2413
86000000,860,0000000000000000,0,0,0,2412
87000000,870,0000000000000000,0,0,0,2412
88000000,880,0000000000000000,0,0,0,2412
89000000,890,0000000000000000,0,0,0,2414
90000000,900,0000000000000000,0,0,0,2413
91000000,910,0000000000000000,0,0,0,2412
92000000,920,0000000000000000,0,0,0,2412
93000000,930,0000000000000000,0,0,0,2411
94000000,940,0000000000000000,0,0,0,2413
95000000,950,0000000000000000,0,0,0,2412
96000000,960,0000000000000000,0,0,0,2412
97000000,970,0000000000000000,0,0,0,2412
98000000,980,0000000000000000,0,0,0,2420
99000000,990,0000000000000000,0,0,0,2428
100000000,1000,0000000000000000,0,0,0,2437
101000000,1010,0000000000000000,0,0,0,2442
102000000,1020,0000000000000000,0,0,0,2442
103000000,1030,0000000000000000,0,0,0,2441
104000000,1040,0000000000000000,0,0,0,2444
105000000,1050,0000000000000000,0,0,0,2442
106000000,1060,0000000000000000,0,0,0,2441
107000000,1070,0000000000000000,0,0,0,2443
108000000,1080,0000000000000000,0,0,0,2442
109000000,1090,0000000000000000,0,0,0,2442
110000000,1100,0000000000000000,0,0,0,2442
111000000,1110,0000000000000000,0,0,0,2442
112000000,1120,0000000000000000,0,0,0,2441
113000000,1130,0000000000000000,0,0,0,2442
114000000,1140,0000000000000000,0,0,0,2440
115000000,1150,0000000000000000,0,0,0,2441
116000000,1160,0000000000000000,0,0,0,2442
117000000,1170,0000000000000000,0,0,0,2441
118000000,1180,0000000000000000,0,0,0,2439
119000000,1190,0000000000000000,0,0,0,2439
120000000,1200,0000000000000000,0,0,0,2440
121000000,1210,0000000000000000,0,0,0,2440
122000000,1220,0000000000000000,0,0,0,2439
123000000,1230,0000000000000000,0,0,0,2447
124000000,1240,0000000000000000,0,0,0,2453
125000000,1250,0000000000000000,0,0,0,2460
126000000,1260,0000000000000000,0,0,0,2467
127000000,1270,0000000000000000,0,0,0,2477
128000000,1280,0000000000000000,0,0,0,2487
129000000,1290,0000000000000000,0,0,0,2499
130000000,1300,0000000000000000,0,0,0,2512
131000000,1310,0000000000000000,0,0,0,2544
132000000,1320,0000000000000000,0,0,0,2571
133000000,1330,0000000000000000,0,0,0,2587
134000000,1340,0000000000000000,0,0,0,2610
135000000,1350,0000000000000000,0,0,0,2644
136000000,1360,0000000000000000,0,0,0,2687
137000000,1370,0000000000000000,0,0,0,2751
138000000,1380,0000000000000000,0,0,0,2838
139000000,1390,0000000000000000,0,0,0,2873
140000000,1400,0000000000000000,0,0,0,2932
141000000,1410,0000000000000000,0,0,0,2924
142000000,1420,0000000000000000,0,0,0,2928
143000000,1430,0000000000000000,0,0,0,2922
144000000,1440,0000000000000000,0,0,0,2918
145000000,1450,0000000000000000,0,0,0,2913
146000000,1460,0000000000000000,0,0,0,2908
147000000,1470,0000000000000000,0,0,0,2904
148000000,1480,0000000000000000,0,0,0,2899
149000000,1490,0000000000000000,0,0,0,2896
150000000,1500,0000000000000000,0,0,0,2891
151000000,1510,0000000000000000,0,0,0,2887
152000000,1520,0000000000000000,0,0,0,2884
153000000,1530,0000000000000000,0,0,0,2880
154000000,1540,0000000000000000,0,0,0,2876
155000000,1550,0000000000000000,0,0,0,2873
156000000,1560,0000000000000000,0,0,0,2869
157000000,1570,0000000000000000,0,0,0,2865
158000000,1580,0000000000000000,0,0,0,2862
159000000,1590,0000000000000000,0,0,0,2858
160000000,1600,0000000000000000,0,0,0,2855
161000000,1610,0000000000000000,0,0,0,2854
162000000,1620,0000000000000000,0,0,0,2849
163000000,1630,0000000000000000,0,0,0,2847
164000000,1640,0000000000000000,0,0,0,2843
165000000,1650,0000000000000000,0,0,0,2842
166000000,1660,0000000000000000,0,0,0,2838
167000000,1670,0000000000000000,0,0,0,2835
168000000,1680,0000000000000000,0,0,0,2833
169000000,1690,0000000000000000,0,0,0,2829
170000000,1700,0000000000000000,0,0,0,2828
171000000,1710,0000000000000000,0,0,0,2824
172000000,1720,0000000000000000,0,0,0,2821
173000000,1730,0000000000000000,0,0,0,2820
174000000,1740,0000000000000000,0,0,0,2818
175000000,1750,0000000000000000,0,0,0,2813
176000000,1760,0000000000000000,0,0,0,2812
177000000,1770,0000000000000000,0,0,0,2810
178000000,1780,0000000000000000,0,0,0,2790
179000000,1790,0000000000000000,0,0,0,2766
180000000,1800,0000000000000000,0,0,0,2741
181000000,1810,0000000000000000,0,0,0,2719
182000000,1820,0000000000000000,0,0,0,2710
