time_s,P1_high_psi,P2_high_psi,P3_high_psi,P4_high_psi
0.000000,-6.700,-6.934,459.955,189.478
1.000000,-6.700,-6.934,459.721,189.712
2.000000,-6.465,-6.465,460.189,189.478
3.000000,-6.700,-6.700,459.955,189.712
4.000000,-6.465,-6.465,460.189,189.244
5.000000,-6.231,-6.465,459.721,189.244
6.000000,-6.934,-6.465,460.189,189.712
7.000000,-6.465,-6.465,459.486,189.244
8.000000,-6.934,-6.700,459.955,189.478
9.000000,-6.700,-6.700,460.189,189.478
10.000000,-6.700,-6.934,459.721,189.009
11.000000,-6.700,-6.231,459.955,189.478
12.000000,-6.465,-6.700,459.955,189.244
13.000000,-6.934,-6.231,459.955,189.244
14.000000,-6.700,-6.465,460.424,189.478
15.000000,-6.934,-6.465,459.721,189.478
16.000000,-6.465,-6.465,459.721,189.244
17.000000,-6.465,-6.465,459.955,189.478
18.000000,-6.465,-6.465,459.721,188.775
19.000000,-6.934,-5.997,460.189,189.478
20.000000,-6.700,-6.700,459.721,188.775
21.000000,-6.700,-6.700,460.189,189.478
22.000000,-6.700,-7.169,459.955,189.478
23.000000,-6.700,-7.169,459.955,189.009
24.000000,-6.231,-6.465,460.189,189.009
25.000000,-6.465,-6.700,459.955,189.244
26.000000,-6.700,-6.934,459.955,189.478
27.000000,-6.934,-6.934,459.721,189.244
28.000000,-6.700,-7.403,459.955,189.009
29.000000,-6.231,-6.934,459.486,189.244
30.000000,-6.465,-6.465,459.955,188.775
31.000000,-6.465,-6.934,460.189,188.540
32.000000,-6.231,-6.700,459.955,189.009
33.000000,-6.465,-6.700,459.721,189.009
34.000000,-6.700,-6.934,459.955,189.009
35.000000,-6.465,-6.700,459.721,189.244
36.000000,-6.700,-6.934,459.486,189.009
37.000000,-6.700,-6.700,459.955,189.009
38.000000,-6.700,-6.231,459.486,188.540
39.000000,-6.700,-6.465,460.424,188.306
40.000000,-6.700,-6.934,459.721,188.775
41.000000,-6.231,-6.465,459.486,188.775
42.000000,-6.465,-6.700,459.721,189.712
43.000000,-6.700,-6.700,459.721,188.306
44.000000,-7.169,-6.934,459.486,188.540
45.000000,-6.465,-6.465,459.955,188.775
46.000000,-6.465,-6.700,459.955,189.244
47.000000,-6.231,-6.465,460.189,188.540
48.000000,-6.465,-6.700,460.189,188.540
49.000000,-6.700,-6.465,460.189,188.775
50.000000,-6.700,-6.934,459.721,189.009
51.000000,-6.700,-7.169,460.189,188.775
52.000000,-6.231,-6.934,459.486,188.540
53.000000,-6.700,-6.465,459.721,188.072
54.000000,-6.465,-6.465,459.955,188.306
55.000000,-6.700,-6.700,459.721,188.306
56.000000,-6.465,-6.934,459.955,188.775
57.000000,-5.997,-6.700,459.955,188.775
58.000000,-6.934,-6.465,459.721,188.306
59.000000,-6.465,-6.934,460.189,188.775
60.000000,-6.465,-6.700,459.721,188.540
