time_s,P1_high_psi,P2_high_psi,P3_high_psi,P4_high_psi
0.000000,-60.139,-60.373,-60.139,-60.139
1.000000,-59.670,-60.139,-59.905,-60.139
2.000000,-60.842,-60.139,-59.670,-60.608
3.000000,-59.905,-60.373,-59.670,-59.905
4.000000,-60.373,-60.373,-59.436,-60.608
5.000000,-60.842,-60.373,-59.436,-60.608
6.000000,-60.608,-60.373,-59.670,-60.373
7.000000,-60.608,-60.139,-59.905,-60.373
8.000000,-60.373,-60.139,-59.905,-60.373
9.000000,-60.608,-60.373,-59.670,-60.373
10.000000,-60.842,-60.608,-59.436,-60.373
11.000000,-60.373,-60.373,-59.436,-60.608
13.000000,-60.373,-60.139,-59.670,-60.608
15.000000,-60.373,-60.373,-59.670,-60.139
16.000000,-59.905,-60.373,-59.905,-60.373
17.000000,-60.373,-60.139,-59.670,-60.139
18.000000,-60.373,-60.608,-59.905,-59.670
19.000000,-60.373,-60.842,-59.905,-59.905
20.000000,-60.373,-60.139,-59.436,-60.139
21.000000,-60.842,-60.608,-59.670,-59.905
22.000000,-60.842,-60.608,-59.670,-60.139
23.000000,-60.608,-60.608,-59.201,-59.670
24.000000,-59.905,-60.373,-59.905,-60.608
25.000000,-60.608,-60.842,-59.905,-60.139
27.000000,-60.139,-60.139,-59.670,-60.139
28.000000,-60.139,-60.373,-59.905,-60.373
29.000000,-59.905,-60.139,-59.905,-59.905
30.000000,-60.139,-59.905,-59.436,-60.139
